driver,shift_ID,shift_start,shift_end,shift_length,interval_id,n_SCE,SCE_time,SCE_type,start_time,end_time,interval_time,distance,age,precip_intensity,precip_probability,wind_speed,visibility,speed_limit,num_lanes,SCE_binary,cum_drive
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197089,0,NA,NA,2015-10-23T08:09:26Z,2015-10-23T08:38:00Z,28,4.538,46,0,0,0.222,9.812,55,3,0,0.466666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197090,0,NA,NA,2015-10-23T09:04:24Z,2015-10-23T09:34:24Z,30,2.645,46,0,0,0.228461538461538,8.95923076923077,65.4384615384615,3.25641025641025,0,0.966666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197091,0,NA,NA,2015-10-23T09:34:24Z,2015-10-23T10:04:24Z,30,0.984,46,0,0,0.21,8.83,63.3333333333333,4.1,0,1.46666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197092,0,NA,NA,2015-10-23T10:04:24Z,2015-10-23T10:34:24Z,30,5.928,46,0,0,0.32875,7.4425,56.6666666666667,3.92946428571429,0,1.96666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197093,0,NA,NA,2015-10-23T10:34:24Z,2015-10-23T11:04:24Z,30,17.348,46,0,0,0.46,7.86,66.25,3.23958333333333,0,2.46666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197094,0,NA,NA,2015-10-23T11:04:24Z,2015-10-23T11:21:42Z,17,21.083,46,0,0,0.613333333333333,9.03,65,4,0,2.75
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197095,0,NA,NA,2015-10-23T12:00:36Z,2015-10-23T12:30:36Z,30,17.504,46,0,0,1.116,10,65,4,0,3.25
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197096,0,NA,NA,2015-10-23T12:30:36Z,2015-10-23T13:00:36Z,30,21.996,46,0,0,1.72,10,65,2.4375,0,3.75
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197097,0,NA,NA,2015-10-23T13:00:36Z,2015-10-23T13:30:36Z,30,31.689,46,0,0,1.7275,7.42,62.5,2.75,0,4.25
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197098,0,NA,NA,2015-10-23T13:30:36Z,2015-10-23T14:00:36Z,30,28.898,46,0,0,2.815,6.975,70,2.29166666666667,0,4.75
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197099,0,NA,NA,2015-10-23T14:00:36Z,2015-10-23T14:30:36Z,30,29.365,46,0,0,2.175,9,70,2.08333333333333,0,5.25
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197100,1,2015-10-23 14:46:08,HB,2015-10-23T14:30:36Z,2015-10-23T15:00:36Z,30,22.191,46,0,0,2.38777777777778,9,60.5555555555556,2.07777777777778,1,5.75
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197101,0,NA,NA,2015-10-23T15:00:36Z,2015-10-23T15:30:36Z,30,13.266,46,0,0,2.368,10,63,1.7,0,6.25
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197102,0,NA,NA,2015-10-23T15:30:36Z,2015-10-23T15:38:00Z,7,1.005,46,0,0,2.24,10,65,2,0,6.36666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197103,0,NA,NA,2015-10-23T16:38:10Z,2015-10-23T17:08:10Z,30,0.689,46,0,0,2.5675,10,64.375,2,0,6.86666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197104,0,NA,NA,2015-10-23T17:08:10Z,2015-10-23T17:38:10Z,30,16.434,46,0,0,3.35,10,70,2.75,0,7.36666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197105,0,NA,NA,2015-10-23T17:38:10Z,2015-10-23T18:08:10Z,30,26.5,46,0,0,3.158,8.616,68,1.9,0,7.86666666666667
canj1,1,2015-10-23T08:09:26Z,2015-10-23T18:37:56Z,628,197106,0,NA,NA,2015-10-23T18:08:10Z,2015-10-23T18:37:56Z,29,9.676,46,0,0,2.506,9.684,60,2.2,0,8.35
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197107,0,NA,NA,2015-10-26T07:49:04Z,2015-10-26T08:19:04Z,30,19.432,46,0,0,0.474,9.4,64,2.6,0,0.5
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197108,0,NA,NA,2015-10-26T08:19:04Z,2015-10-26T08:49:04Z,30,21.254,46,0,0,1.325,10,63.75,3.875,0,1
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197109,0,NA,NA,2015-10-26T08:49:04Z,2015-10-26T09:19:04Z,30,27.506,46,0,0,0.8725,10,65,4,0,1.5
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197110,0,NA,NA,2015-10-26T09:19:04Z,2015-10-26T09:49:04Z,30,15.135,46,0,0,0.714,10,57.1333333333333,2.36666666666667,0,2
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197111,0,NA,NA,2015-10-26T09:49:04Z,2015-10-26T10:19:04Z,30,9.117,46,0,0,0.57,10,63.125,3.94444444444445,0,2.5
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197112,0,NA,NA,2015-10-26T10:19:04Z,2015-10-26T10:49:04Z,30,11.845,46,0,0,0.415,10,52.5,3.32083333333333,0,3
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197113,0,NA,NA,2015-10-26T10:49:04Z,2015-10-26T10:53:00Z,3,0.842,46,0,0,0.37,10,55,4,0,3.05
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197114,0,NA,NA,2015-10-26T12:02:10Z,2015-10-26T12:32:10Z,30,3.818,46,0,0,0.218181818181818,10,51.4431818181818,4.25454545454546,0,3.55
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197115,0,NA,NA,2015-10-26T12:32:10Z,2015-10-26T12:52:50Z,20,3.154,46,0,0,0.2225,10,58.75,3.5,0,3.88333333333333
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197116,0,NA,NA,2015-10-26T13:47:44Z,2015-10-26T14:17:44Z,30,4.326,46,0,0,0.706363636363636,10,53.5454545454546,3.22294372294372,0,4.38333333333333
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197117,0,NA,NA,2015-10-26T14:17:44Z,2015-10-26T14:47:44Z,30,1.761,46,0,0,0.758181818181818,10,45.4545454545455,3.95454545454545,0,4.88333333333333
canj1,2,2015-10-26T07:49:04Z,2015-10-26T15:06:58Z,437,197118,1,2015-10-26 15:06:03,HB,2015-10-26T14:47:44Z,2015-10-26T15:06:58Z,19,5.543,46,0,0,1.235,10,55.625,3.41666666666667,1,5.2
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197119,0,NA,NA,2015-10-27T01:59:48Z,2015-10-27T02:29:48Z,30,11.199,46,0,0,0.298,10,60,2.82333333333333,0,0.5
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197120,0,NA,NA,2015-10-27T02:29:48Z,2015-10-27T02:59:48Z,30,26.88,46,0,0,0.74,10,62.5,3.58928571428572,0,1
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197121,0,NA,NA,2015-10-27T02:59:48Z,2015-10-27T03:29:48Z,30,23.529,46,0,0,0.855714285714286,10,63.2142857142857,3.57142857142857,0,1.5
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197122,0,NA,NA,2015-10-27T03:29:48Z,2015-10-27T03:59:48Z,30,9.77,46,0,0,1.424,10,62.5,2.76666666666667,0,2
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197123,0,NA,NA,2015-10-27T03:59:48Z,2015-10-27T04:22:44Z,22,14.882,46,0,0,1.4,10,66.6666666666667,2.66666666666667,0,2.36666666666667
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197124,0,NA,NA,2015-10-27T05:45:52Z,2015-10-27T06:15:52Z,30,10.115,46,0,0,0.92875,10,66.5625,3.125,0,2.86666666666667
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197125,0,NA,NA,2015-10-27T06:15:52Z,2015-10-27T06:45:52Z,30,25.841,46,0,0,0.57,10,63.75,3,0,3.36666666666667
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197126,0,NA,NA,2015-10-27T06:45:52Z,2015-10-27T07:15:52Z,30,28.885,46,0,0,0.49,10,66.25,4.375,0,3.86666666666667
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197127,0,NA,NA,2015-10-27T07:15:52Z,2015-10-27T07:45:52Z,30,19.395,46,0,0,0.24,10,62,4,0,4.36666666666667
canj1,3,2015-10-27T01:59:48Z,2015-10-27T07:58:56Z,359,197128,0,NA,NA,2015-10-27T07:45:52Z,2015-10-27T07:58:56Z,13,2.568,46,0,0,0.215,10,55,2.29761904761905,0,4.58333333333333
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197129,0,NA,NA,2015-10-28T08:05:08Z,2015-10-28T08:22:24Z,17,4.691,46,0,0,0.21625,9.405,46.40625,3.55654761904762,0,0.283333333333333
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197130,0,NA,NA,2015-10-28T08:42:58Z,2015-10-28T08:53:00Z,10,0.878,46,0,0,0.215,9.47,55,4.5,0,0.45
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197131,0,NA,NA,2015-10-28T09:20:36Z,2015-10-28T09:50:36Z,30,0.692,46,0,0,0.2,9.49,53,3.26666666666667,0,0.95
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197132,0,NA,NA,2015-10-28T09:50:36Z,2015-10-28T10:20:36Z,30,0.897,46,0,0,0.196666666666667,9.10333333333333,48.8333333333333,2.23333333333333,0,1.45
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197133,0,NA,NA,2015-10-28T10:20:36Z,2015-10-28T10:50:36Z,30,3.906,46,0,0,0.195,8.92166666666667,59.1666666666667,2.76666666666667,0,1.95
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197134,0,NA,NA,2015-10-28T10:50:36Z,2015-10-28T11:20:36Z,30,9.645,46,0,0,0.2575,8.98875,58.125,3.79513888888889,0,2.45
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197135,0,NA,NA,2015-10-28T11:20:36Z,2015-10-28T11:50:36Z,30,25.069,46,0,0,0.5525,9.41,67.5,3.1,0,2.95
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197136,1,2015-10-28 11:58:24,HB,2015-10-28T11:50:36Z,2015-10-28T12:20:36Z,30,20.903,46,0,0,1.29,10,63,3.1,1,3.45
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197137,0,NA,NA,2015-10-28T12:20:36Z,2015-10-28T12:50:36Z,30,20.915,46,0,0,3.4025,9.6075,65,3.75,0,3.95
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197138,0,NA,NA,2015-10-28T12:50:36Z,2015-10-28T13:06:12Z,15,25.745,46,0,0,3.62,6.33333333333333,66.6666666666667,2.26666666666667,0,4.2
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197139,0,NA,NA,2015-10-28T13:59:54Z,2015-10-28T14:23:00Z,23,15.956,46,0,0,2.792,6.744,67,2.26666666666667,0,4.58333333333333
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197140,0,NA,NA,2015-10-28T14:56:06Z,2015-10-28T15:26:06Z,30,5.512,46,0,0,2.31,6.98428571428571,48.5714285714286,2.04761904761905,0,5.08333333333333
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197141,0,NA,NA,2015-10-28T15:26:06Z,2015-10-28T15:33:46Z,7,2.497,46,0,0,2.454,7.716,69,2.8,0,5.2
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197142,0,NA,NA,2015-10-28T16:42:46Z,2015-10-28T17:12:46Z,30,16.78,46,0,0,1.852,9.358,66.5,2.46666666666667,0,5.7
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197143,1,2015-10-28 17:42:36,HB,2015-10-28T17:12:46Z,2015-10-28T17:42:46Z,30,23.322,46,0,0,3.35125,9.81125,56.875,2.79166666666667,1,6.2
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197144,0,NA,NA,2015-10-28T17:42:46Z,2015-10-28T18:12:46Z,30,27.525,46,0,0,4.05142857142857,10,66.6666666666667,3.01190476190476,0,6.7
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197145,0,NA,NA,2015-10-28T18:12:46Z,2015-10-28T18:42:46Z,30,26.168,46,0,0,3.79444444444444,10,60,3.01851851851852,0,7.2
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197146,0,NA,NA,2015-10-28T18:42:46Z,2015-10-28T19:12:46Z,30,20.516,46,0,0,2.84,10,61.6666666666667,3.77083333333333,0,7.7
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197147,0,NA,NA,2015-10-28T19:12:46Z,2015-10-28T19:42:46Z,30,8.771,46,0,0,2.89,10,65,4.29454545454545,0,8.2
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197148,0,NA,NA,2015-10-28T19:42:46Z,2015-10-28T20:12:46Z,30,17.216,46,0,0,2.79142857142857,10,60.7142857142857,4.61904761904762,0,8.7
canj1,4,2015-10-28T08:05:08Z,2015-10-28T20:20:32Z,735,197149,0,NA,NA,2015-10-28T20:12:46Z,2015-10-28T20:20:32Z,7,2.256,46,0,0,2.53,10,65,1.75,0,8.81666666666667
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197176,0,NA,NA,2015-10-30T09:27:12Z,2015-10-30T09:57:12Z,30,15.108,46,0,0,8.96,10,56.941798941799,2.91786731786732,0,0.5
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197177,0,NA,NA,2015-10-30T09:57:12Z,2015-10-30T10:27:12Z,30,31.262,46,0,0,10.332,10,69,2.13333333333333,0,1
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197178,0,NA,NA,2015-10-30T10:27:12Z,2015-10-30T10:57:12Z,30,27.105,46,0,0,11.895,8.93542125460182,65.8333333333333,2.27777777777778,0,1.5
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197179,0,NA,NA,2015-10-30T10:57:12Z,2015-10-30T11:27:12Z,30,31.066,46,0,0,15.776,10,66,2.7,0,2
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197180,0,NA,NA,2015-10-30T11:27:12Z,2015-10-30T11:30:14Z,3,4.47,46,0,0,17.7,10,70,2,0,2.05
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197181,0,NA,NA,2015-10-30T12:04:50Z,2015-10-30T12:34:50Z,30,18.042,46,0,0,11.664,10,65,2.73333333333333,0,2.55
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197182,0,NA,NA,2015-10-30T12:34:50Z,2015-10-30T13:04:50Z,30,27.755,46,0,0,7.692,10,70,2.36666666666667,0,3.05
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197183,0,NA,NA,2015-10-30T13:04:50Z,2015-10-30T13:34:50Z,30,29.444,46,0,0,5.0325,10,68.75,2.5,0,3.55
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197184,0,NA,NA,2015-10-30T13:34:50Z,2015-10-30T14:04:50Z,30,29.701,46,0,0,3.65,10,69,3.7,0,4.05
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197185,0,NA,NA,2015-10-30T14:04:50Z,2015-10-30T14:34:50Z,30,26.718,46,0,0,1.105,10,66.25,3.275,0,4.55
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197186,0,NA,NA,2015-10-30T14:34:50Z,2015-10-30T15:04:50Z,30,25.045,46,0,0,0.43875,10,61.71875,3.57083333333333,0,5.05
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197187,0,NA,NA,2015-10-30T15:04:50Z,2015-10-30T15:34:50Z,30,7.625,46,0,0,1.23,10,66.25,4.09166666666667,0,5.55
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197188,0,NA,NA,2015-10-30T15:34:50Z,2015-10-30T16:04:50Z,30,2.632,46,0,0,1.38,10,53.4166666666667,4.25555555555555,0,6.05
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197189,0,NA,NA,2015-10-30T16:04:50Z,2015-10-30T16:16:08Z,11,2.848,46,0,0,2.3075,10,56.25,3.58173076923077,0,6.23333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197190,0,NA,NA,2015-10-30T18:00:48Z,2015-10-30T18:30:48Z,30,7.538,46,0,0,2.51285714285714,10,58.8095238095238,4.45238095238095,0,6.73333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197191,0,NA,NA,2015-10-30T18:30:48Z,2015-10-30T19:00:48Z,30,10.079,46,0,0,1.11833333333333,10,62.2222222222222,3.2948717948718,0,7.23333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197192,0,NA,NA,2015-10-30T19:00:48Z,2015-10-30T19:30:48Z,30,17.153,46,0,0,3.415,10,61.85,3.04103174603175,0,7.73333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197193,0,NA,NA,2015-10-30T19:30:48Z,2015-10-30T19:43:20Z,12,5.753,46,0,0,4.065,10,57.9166666666667,4,0,7.93333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197194,0,NA,NA,2015-10-30T20:04:52Z,2015-10-30T20:34:52Z,30,15.735,46,0,0,3.125,10,67.5,3.375,0,8.43333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197195,0,NA,NA,2015-10-30T20:34:52Z,2015-10-30T21:04:52Z,30,29.103,46,0,0,2.36,9.915,65,3.5,0,8.93333333333333
canj1,6,2015-10-30T09:27:12Z,2015-10-30T21:18:22Z,711,197196,0,NA,NA,2015-10-30T21:04:52Z,2015-10-30T21:18:22Z,13,24.5,46,0,0,0.49,10,63.3333333333333,2.66666666666667,0,9.15
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197197,0,NA,NA,2015-11-02T06:26:48Z,2015-11-02T06:56:48Z,30,15.159,46,0,0,0.798333333333333,9.59,55.8333333333333,2.27777777777778,0,0.5
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197198,1,2015-11-02 07:13:56,HB,2015-11-02T06:56:48Z,2015-11-02T07:26:48Z,30,18.569,46,0,0,0.738,9.37,67,3.26666666666667,1,1
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197199,0,NA,NA,2015-11-02T07:26:48Z,2015-11-02T07:56:48Z,30,24.505,46,0,0,1.392,10,66,3.6,0,1.5
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197200,0,NA,NA,2015-11-02T07:56:48Z,2015-11-02T08:26:48Z,30,26.832,46,0,0,0.1,10,67.5,3.5,0,2
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197201,0,NA,NA,2015-11-02T08:26:48Z,2015-11-02T08:56:48Z,30,14.806,46,0,0,0.406666666666667,10,67.7777777777778,3.62962962962963,0,2.5
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197202,0,NA,NA,2015-11-02T08:56:48Z,2015-11-02T09:26:48Z,30,12.937,46,0,0,1.00375,10,63.9583333333333,3.159375,0,3
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197203,0,NA,NA,2015-11-02T09:26:48Z,2015-11-02T09:43:16Z,16,8.196,46,0,0,0.942,10,59.6666666666667,3.83333333333333,0,3.26666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197204,0,NA,NA,2015-11-02T10:48:12Z,2015-11-02T11:18:12Z,30,6.181,46,0,0,1.678,10,48.5,3.3,0,3.76666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197205,0,NA,NA,2015-11-02T11:18:12Z,2015-11-02T11:22:56Z,4,0.458,46,0,0,1.93,10,55,2.5,0,3.83333333333333
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197206,0,NA,NA,2015-11-02T12:00:12Z,2015-11-02T12:30:12Z,30,7.98,46,0,0,2.49307692307692,10,61.3782051282051,2.53394383394383,0,4.33333333333333
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197207,0,NA,NA,2015-11-02T12:30:12Z,2015-11-02T13:00:12Z,30,22.56,46,0,0,2.22,10,66,2.61666666666667,0,4.83333333333333
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197208,0,NA,NA,2015-11-02T13:00:12Z,2015-11-02T13:30:12Z,30,25.223,46,0,0,3.8975,10,66.25,3.41666666666667,0,5.33333333333333
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197209,0,NA,NA,2015-11-02T13:30:12Z,2015-11-02T14:00:12Z,30,23.21,46,0,0,2.6075,10,67.5,3.25,0,5.83333333333333
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197210,0,NA,NA,2015-11-02T14:00:12Z,2015-11-02T14:18:00Z,17,21.445,46,0,0,5.10666666666667,9,63.8888888888889,3.33333333333333,0,6.11666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197211,0,NA,NA,2015-11-02T14:50:48Z,2015-11-02T15:20:48Z,30,16.079,46,0.00196,0.134,7.508,8.76,63.3333333333334,3,0,6.61666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197212,0,NA,NA,2015-11-02T15:20:48Z,2015-11-02T15:50:48Z,30,30.243,46,0.02778,0.89,8.156,3,69,2.26666666666667,0,7.11666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197213,0,NA,NA,2015-11-02T15:50:48Z,2015-11-02T16:20:48Z,30,30.407,46,0.07215,1,4.5475,4.9425,68.75,2.29166666666667,0,7.61666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197214,0,NA,NA,2015-11-02T16:20:48Z,2015-11-02T16:50:48Z,30,7.766,46,0.112447058823529,1,3.18411764705882,6.51058823529412,59.5588235294118,1.97058823529412,0,8.11666666666667
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197215,0,NA,NA,2015-11-02T16:50:48Z,2015-11-02T16:52:18Z,1,2.758,46,0.109,1,4.02,6.29,55,2,0,8.13333333333333
canj1,7,2015-11-02T06:26:48Z,2015-11-02T20:06:54Z,820,197216,0,NA,NA,2015-11-02T19:38:36Z,2015-11-02T20:06:54Z,28,17.173,46,0.0627833333333333,1,3.955,9.83,67.5,1.94444444444445,0,8.6
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197217,0,NA,NA,2015-11-03T06:29:40Z,2015-11-03T06:59:40Z,30,23.431,46,0.00175,0.165,1.47,10,68.3333333333333,2.75,0,0.5
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197218,0,NA,NA,2015-11-03T06:59:40Z,2015-11-03T07:23:00Z,23,27.454,46,0,0,0.5125,7.235,62.5,2.5,0,0.883333333333333
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197219,0,NA,NA,2015-11-03T08:08:28Z,2015-11-03T08:21:30Z,13,9.354,46,0.00168571428571429,0.0528571428571429,0.3,8.90714285714286,61.4285714285714,2.14285714285714,0,1.1
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197220,0,NA,NA,2015-11-03T09:03:32Z,2015-11-03T09:33:32Z,30,19.654,46,0.00172,0.332,1.66,10,69,2.41111111111111,0,1.6
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197221,0,NA,NA,2015-11-03T09:33:32Z,2015-11-03T10:03:32Z,30,24.175,46,0.00114,0.374,1.88,10,66,2.34285714285714,0,2.1
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197222,0,NA,NA,2015-11-03T10:03:32Z,2015-11-03T10:33:32Z,30,26.114,46,0,0,0.23,10,60,3.875,0,2.6
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197223,0,NA,NA,2015-11-03T10:33:32Z,2015-11-03T11:03:32Z,30,18.312,46,0,0,0.128,10,61,1.66571428571429,0,3.1
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197224,0,NA,NA,2015-11-03T11:03:32Z,2015-11-03T11:33:32Z,30,20.11,46,0,0,0.4725,10,65.625,3.875,0,3.6
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197225,0,NA,NA,2015-11-03T11:33:32Z,2015-11-03T12:03:32Z,30,26.58,46,0,0,1.366,10,58,3.31666666666667,0,4.1
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197226,0,NA,NA,2015-11-03T12:03:32Z,2015-11-03T12:16:04Z,12,1.865,46,0,0,2.25428571428571,10,53.0357142857143,4.40476190476191,0,4.3
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197227,0,NA,NA,2015-11-03T15:41:28Z,2015-11-03T16:11:28Z,30,9.152,46,0,0,2.72909090909091,10,56.3636363636364,3.86363636363636,0,4.8
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197228,0,NA,NA,2015-11-03T16:11:28Z,2015-11-03T16:41:28Z,30,15.156,46,0,0,2.81545454545455,10,42.2727272727273,4.70050505050505,0,5.3
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197229,0,NA,NA,2015-11-03T16:41:28Z,2015-11-03T17:12:02Z,30,19.781,46,0,0,3.12083333333333,10,54.1666666666667,3.35555555555556,0,5.8
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197230,0,NA,NA,2015-11-03T17:52:52Z,2015-11-03T18:22:52Z,30,12.668,46,0.00054,0.068,3.128,9.364,65,4.06666666666667,0,6.3
canj1,8,2015-11-03T06:29:40Z,2015-11-03T20:00:52Z,811,197231,0,NA,NA,2015-11-03T18:22:52Z,2015-11-03T18:52:52Z,30,17.276,46,0.000875,0.1875,3.385,9.2375,65,3.15,0,6.8
