driver,interval_id,start_time,end_time,interval_time,distance
canj1,197089,2015-10-23T08:09:26Z,2015-10-23T08:38:00Z,28,4.538
canj1,197090,2015-10-23T09:04:24Z,2015-10-23T09:34:24Z,30,2.645
canj1,197091,2015-10-23T09:34:24Z,2015-10-23T10:04:24Z,30,0.984
canj1,197092,2015-10-23T10:04:24Z,2015-10-23T10:34:24Z,30,5.928
canj1,197093,2015-10-23T10:34:24Z,2015-10-23T11:04:24Z,30,17.348
canj1,197094,2015-10-23T11:04:24Z,2015-10-23T11:21:42Z,17,21.083
canj1,197095,2015-10-23T12:00:36Z,2015-10-23T12:30:36Z,30,17.504
canj1,197096,2015-10-23T12:30:36Z,2015-10-23T13:00:36Z,30,21.996
canj1,197097,2015-10-23T13:00:36Z,2015-10-23T13:30:36Z,30,31.689
canj1,197098,2015-10-23T13:30:36Z,2015-10-23T14:00:36Z,30,28.898
canj1,197099,2015-10-23T14:00:36Z,2015-10-23T14:30:36Z,30,29.365
canj1,197100,2015-10-23T14:30:36Z,2015-10-23T15:00:36Z,30,22.191
canj1,197101,2015-10-23T15:00:36Z,2015-10-23T15:30:36Z,30,13.266
canj1,197102,2015-10-23T15:30:36Z,2015-10-23T15:38:00Z,7,1.005
canj1,197103,2015-10-23T16:38:10Z,2015-10-23T17:08:10Z,30,0.689
canj1,197104,2015-10-23T17:08:10Z,2015-10-23T17:38:10Z,30,16.434
canj1,197105,2015-10-23T17:38:10Z,2015-10-23T18:08:10Z,30,26.5
canj1,197106,2015-10-23T18:08:10Z,2015-10-23T18:37:56Z,29,9.676
canj1,197107,2015-10-26T07:49:04Z,2015-10-26T08:19:04Z,30,19.432
canj1,197108,2015-10-26T08:19:04Z,2015-10-26T08:49:04Z,30,21.254
canj1,197109,2015-10-26T08:49:04Z,2015-10-26T09:19:04Z,30,27.506
canj1,197110,2015-10-26T09:19:04Z,2015-10-26T09:49:04Z,30,15.135
canj1,197111,2015-10-26T09:49:04Z,2015-10-26T10:19:04Z,30,9.117
canj1,197112,2015-10-26T10:19:04Z,2015-10-26T10:49:04Z,30,11.845
canj1,197113,2015-10-26T10:49:04Z,2015-10-26T10:53:00Z,3,0.842
canj1,197114,2015-10-26T12:02:10Z,2015-10-26T12:32:10Z,30,3.818
canj1,197115,2015-10-26T12:32:10Z,2015-10-26T12:52:50Z,20,3.154
canj1,197116,2015-10-26T13:47:44Z,2015-10-26T14:17:44Z,30,4.326
canj1,197117,2015-10-26T14:17:44Z,2015-10-26T14:47:44Z,30,1.761
canj1,197118,2015-10-26T14:47:44Z,2015-10-26T15:06:58Z,19,5.543
canj1,197119,2015-10-27T01:59:48Z,2015-10-27T02:29:48Z,30,11.199
canj1,197120,2015-10-27T02:29:48Z,2015-10-27T02:59:48Z,30,26.88
canj1,197121,2015-10-27T02:59:48Z,2015-10-27T03:29:48Z,30,23.529
canj1,197122,2015-10-27T03:29:48Z,2015-10-27T03:59:48Z,30,9.77
canj1,197123,2015-10-27T03:59:48Z,2015-10-27T04:22:44Z,22,14.882
canj1,197124,2015-10-27T05:45:52Z,2015-10-27T06:15:52Z,30,10.115
canj1,197125,2015-10-27T06:15:52Z,2015-10-27T06:45:52Z,30,25.841
canj1,197126,2015-10-27T06:45:52Z,2015-10-27T07:15:52Z,30,28.885
canj1,197127,2015-10-27T07:15:52Z,2015-10-27T07:45:52Z,30,19.395
canj1,197128,2015-10-27T07:45:52Z,2015-10-27T07:58:56Z,13,2.568
canj1,197129,2015-10-28T08:05:08Z,2015-10-28T08:22:24Z,17,4.691
canj1,197130,2015-10-28T08:42:58Z,2015-10-28T08:53:00Z,10,0.878
canj1,197131,2015-10-28T09:20:36Z,2015-10-28T09:50:36Z,30,0.692
canj1,197132,2015-10-28T09:50:36Z,2015-10-28T10:20:36Z,30,0.897
canj1,197133,2015-10-28T10:20:36Z,2015-10-28T10:50:36Z,30,3.906
canj1,197134,2015-10-28T10:50:36Z,2015-10-28T11:20:36Z,30,9.645
canj1,197135,2015-10-28T11:20:36Z,2015-10-28T11:50:36Z,30,25.069
canj1,197136,2015-10-28T11:50:36Z,2015-10-28T12:20:36Z,30,20.903
canj1,197137,2015-10-28T12:20:36Z,2015-10-28T12:50:36Z,30,20.915
canj1,197138,2015-10-28T12:50:36Z,2015-10-28T13:06:12Z,15,25.745
canj1,197139,2015-10-28T13:59:54Z,2015-10-28T14:23:00Z,23,15.956
canj1,197140,2015-10-28T14:56:06Z,2015-10-28T15:26:06Z,30,5.512
canj1,197141,2015-10-28T15:26:06Z,2015-10-28T15:33:46Z,7,2.497
canj1,197142,2015-10-28T16:42:46Z,2015-10-28T17:12:46Z,30,16.78
canj1,197143,2015-10-28T17:12:46Z,2015-10-28T17:42:46Z,30,23.322
canj1,197144,2015-10-28T17:42:46Z,2015-10-28T18:12:46Z,30,27.525
canj1,197145,2015-10-28T18:12:46Z,2015-10-28T18:42:46Z,30,26.168
canj1,197146,2015-10-28T18:42:46Z,2015-10-28T19:12:46Z,30,20.516
canj1,197147,2015-10-28T19:12:46Z,2015-10-28T19:42:46Z,30,8.771
canj1,197148,2015-10-28T19:42:46Z,2015-10-28T20:12:46Z,30,17.216
canj1,197149,2015-10-28T20:12:46Z,2015-10-28T20:20:32Z,7,2.256
canj1,197176,2015-10-30T09:27:12Z,2015-10-30T09:57:12Z,30,15.108
canj1,197177,2015-10-30T09:57:12Z,2015-10-30T10:27:12Z,30,31.262
canj1,197178,2015-10-30T10:27:12Z,2015-10-30T10:57:12Z,30,27.105
canj1,197179,2015-10-30T10:57:12Z,2015-10-30T11:27:12Z,30,31.066
canj1,197180,2015-10-30T11:27:12Z,2015-10-30T11:30:14Z,3,4.47
canj1,197181,2015-10-30T12:04:50Z,2015-10-30T12:34:50Z,30,18.042
canj1,197182,2015-10-30T12:34:50Z,2015-10-30T13:04:50Z,30,27.755
canj1,197183,2015-10-30T13:04:50Z,2015-10-30T13:34:50Z,30,29.444
canj1,197184,2015-10-30T13:34:50Z,2015-10-30T14:04:50Z,30,29.701
canj1,197185,2015-10-30T14:04:50Z,2015-10-30T14:34:50Z,30,26.718
canj1,197186,2015-10-30T14:34:50Z,2015-10-30T15:04:50Z,30,25.045
canj1,197187,2015-10-30T15:04:50Z,2015-10-30T15:34:50Z,30,7.625
canj1,197188,2015-10-30T15:34:50Z,2015-10-30T16:04:50Z,30,2.632
canj1,197189,2015-10-30T16:04:50Z,2015-10-30T16:16:08Z,11,2.848
canj1,197190,2015-10-30T18:00:48Z,2015-10-30T18:30:48Z,30,7.538
canj1,197191,2015-10-30T18:30:48Z,2015-10-30T19:00:48Z,30,10.079
canj1,197192,2015-10-30T19:00:48Z,2015-10-30T19:30:48Z,30,17.153
canj1,197193,2015-10-30T19:30:48Z,2015-10-30T19:43:20Z,12,5.753
canj1,197194,2015-10-30T20:04:52Z,2015-10-30T20:34:52Z,30,15.735
canj1,197195,2015-10-30T20:34:52Z,2015-10-30T21:04:52Z,30,29.103
canj1,197196,2015-10-30T21:04:52Z,2015-10-30T21:18:22Z,13,24.5
canj1,197197,2015-11-02T06:26:48Z,2015-11-02T06:56:48Z,30,15.159
canj1,197198,2015-11-02T06:56:48Z,2015-11-02T07:26:48Z,30,18.569
canj1,197199,2015-11-02T07:26:48Z,2015-11-02T07:56:48Z,30,24.505
canj1,197200,2015-11-02T07:56:48Z,2015-11-02T08:26:48Z,30,26.832
canj1,197201,2015-11-02T08:26:48Z,2015-11-02T08:56:48Z,30,14.806
canj1,197202,2015-11-02T08:56:48Z,2015-11-02T09:26:48Z,30,12.937
canj1,197203,2015-11-02T09:26:48Z,2015-11-02T09:43:16Z,16,8.196
canj1,197204,2015-11-02T10:48:12Z,2015-11-02T11:18:12Z,30,6.181
canj1,197205,2015-11-02T11:18:12Z,2015-11-02T11:22:56Z,4,0.458
canj1,197206,2015-11-02T12:00:12Z,2015-11-02T12:30:12Z,30,7.98
canj1,197207,2015-11-02T12:30:12Z,2015-11-02T13:00:12Z,30,22.56
canj1,197208,2015-11-02T13:00:12Z,2015-11-02T13:30:12Z,30,25.223
canj1,197209,2015-11-02T13:30:12Z,2015-11-02T14:00:12Z,30,23.21
canj1,197210,2015-11-02T14:00:12Z,2015-11-02T14:18:00Z,17,21.445
canj1,197211,2015-11-02T14:50:48Z,2015-11-02T15:20:48Z,30,16.079
canj1,197212,2015-11-02T15:20:48Z,2015-11-02T15:50:48Z,30,30.243
canj1,197213,2015-11-02T15:50:48Z,2015-11-02T16:20:48Z,30,30.407
canj1,197214,2015-11-02T16:20:48Z,2015-11-02T16:50:48Z,30,7.766
canj1,197215,2015-11-02T16:50:48Z,2015-11-02T16:52:18Z,1,2.758
canj1,197216,2015-11-02T19:38:36Z,2015-11-02T20:06:54Z,28,17.173
canj1,197217,2015-11-03T06:29:40Z,2015-11-03T06:59:40Z,30,23.431
canj1,197218,2015-11-03T06:59:40Z,2015-11-03T07:23:00Z,23,27.454
canj1,197219,2015-11-03T08:08:28Z,2015-11-03T08:21:30Z,13,9.354
canj1,197220,2015-11-03T09:03:32Z,2015-11-03T09:33:32Z,30,19.654
canj1,197221,2015-11-03T09:33:32Z,2015-11-03T10:03:32Z,30,24.175
canj1,197222,2015-11-03T10:03:32Z,2015-11-03T10:33:32Z,30,26.114
canj1,197223,2015-11-03T10:33:32Z,2015-11-03T11:03:32Z,30,18.312
canj1,197224,2015-11-03T11:03:32Z,2015-11-03T11:33:32Z,30,20.11
canj1,197225,2015-11-03T11:33:32Z,2015-11-03T12:03:32Z,30,26.58
canj1,197226,2015-11-03T12:03:32Z,2015-11-03T12:16:04Z,12,1.865
canj1,197227,2015-11-03T15:41:28Z,2015-11-03T16:11:28Z,30,9.152
canj1,197228,2015-11-03T16:11:28Z,2015-11-03T16:41:28Z,30,15.156
canj1,197229,2015-11-03T16:41:28Z,2015-11-03T17:12:02Z,30,19.781
canj1,197230,2015-11-03T17:52:52Z,2015-11-03T18:22:52Z,30,12.668
canj1,197231,2015-11-03T18:22:52Z,2015-11-03T18:52:52Z,30,17.276
canj1,197232,2015-11-03T18:52:52Z,2015-11-03T19:22:52Z,30,15.277
canj1,197233,2015-11-03T19:22:52Z,2015-11-03T19:52:52Z,30,9.804
canj1,197234,2015-11-03T19:52:52Z,2015-11-03T20:00:52Z,8,1.867
canj1,197235,2015-11-04T07:57:26Z,2015-11-04T08:27:26Z,30,6.088
canj1,197236,2015-11-04T08:27:26Z,2015-11-04T08:50:00Z,22,1.983
canj1,197237,2015-11-04T09:41:50Z,2015-11-04T10:11:50Z,30,3.161
canj1,197238,2015-11-04T10:11:50Z,2015-11-04T10:41:50Z,30,6.716
canj1,197239,2015-11-04T10:41:50Z,2015-11-04T11:11:50Z,30,24.569
canj1,197240,2015-11-04T11:11:50Z,2015-11-04T11:22:46Z,10,5.601
canj1,197241,2015-11-04T21:39:14Z,2015-11-04T22:09:14Z,30,22.746
canj1,197242,2015-11-04T22:09:14Z,2015-11-04T22:34:54Z,25,19.872
canj1,197272,2015-11-06T10:19:40Z,2015-11-06T10:49:40Z,30,6.211
canj1,197273,2015-11-06T10:49:40Z,2015-11-06T11:19:40Z,30,28.862
canj1,197274,2015-11-06T11:19:40Z,2015-11-06T11:50:38Z,30,24.692
canj1,197275,2015-11-06T12:54:28Z,2015-11-06T13:22:58Z,28,5.364
canj1,197276,2015-11-06T15:45:26Z,2015-11-06T16:15:26Z,30,7.558
canj1,197277,2015-11-06T16:15:26Z,2015-11-06T16:45:26Z,30,25.379
canj1,197278,2015-11-06T16:45:26Z,2015-11-06T17:15:26Z,30,5.757
canj1,197279,2015-11-06T17:15:26Z,2015-11-06T17:45:26Z,30,5.854
canj1,197280,2015-11-06T17:45:26Z,2015-11-06T18:15:26Z,30,24.074
canj1,197281,2015-11-06T18:15:26Z,2015-11-06T18:45:26Z,30,23.73
canj1,197282,2015-11-06T18:45:26Z,2015-11-06T19:05:44Z,20,21.843
canj1,197283,2015-11-06T19:59:54Z,2015-11-06T20:07:54Z,8,0.309
canj1,197284,2015-11-06T21:08:10Z,2015-11-06T21:23:00Z,14,10.278
canj1,197285,2015-11-07T08:39:42Z,2015-11-07T09:09:42Z,30,8.947
canj1,197286,2015-11-07T09:09:42Z,2015-11-07T09:39:42Z,30,18.044
canj1,197287,2015-11-07T09:39:42Z,2015-11-07T10:09:42Z,30,31.189
canj1,197288,2015-11-07T10:09:42Z,2015-11-07T10:39:42Z,30,19.489
canj1,197289,2015-11-07T10:39:42Z,2015-11-07T11:06:50Z,27,2.504
canj1,197290,2015-11-07T12:28:18Z,2015-11-07T12:58:18Z,30,21.789
canj1,197291,2015-11-07T12:58:18Z,2015-11-07T13:28:18Z,30,30.78
canj1,197292,2015-11-07T13:28:18Z,2015-11-07T13:58:18Z,30,25.137
canj1,197293,2015-11-07T13:58:18Z,2015-11-07T14:28:18Z,30,21.997
canj1,197294,2015-11-07T14:28:18Z,2015-11-07T14:58:18Z,30,24.182
canj1,197295,2015-11-07T14:58:18Z,2015-11-07T15:28:18Z,30,27.171
canj1,197296,2015-11-07T15:28:18Z,2015-11-07T15:58:18Z,30,21.732
canj1,197297,2015-11-07T15:58:18Z,2015-11-07T16:19:08Z,20,8.667
canj1,197298,2015-11-07T16:53:10Z,2015-11-07T17:21:48Z,28,1.757
canj1,197299,2015-11-07T17:57:30Z,2015-11-07T18:09:00Z,11,2.549
canj1,197300,2015-11-07T19:00:42Z,2015-11-07T19:30:42Z,30,5.042
canj1,197301,2015-11-07T19:30:42Z,2015-11-07T20:00:42Z,30,9.089
canj1,197302,2015-11-07T20:00:42Z,2015-11-07T20:30:42Z,30,25.1
canj1,197303,2015-11-07T20:30:42Z,2015-11-07T21:00:42Z,30,29.36
canj1,197304,2015-11-07T21:00:42Z,2015-11-07T21:30:42Z,30,30.172
canj1,197305,2015-11-07T21:30:42Z,2015-11-07T21:37:50Z,7,14.141
canj1,197306,2015-11-09T08:24:26Z,2015-11-09T08:54:26Z,30,26.201
canj1,197307,2015-11-09T08:54:26Z,2015-11-09T09:24:26Z,30,27.626
canj1,197308,2015-11-09T09:24:26Z,2015-11-09T09:54:26Z,30,24.803
canj1,197309,2015-11-09T09:54:26Z,2015-11-09T10:24:26Z,30,16.916
canj1,197310,2015-11-09T10:24:26Z,2015-11-09T10:54:26Z,30,11.185
canj1,197311,2015-11-09T10:54:26Z,2015-11-09T11:00:46Z,6,1.082
canj1,197312,2015-11-09T11:52:40Z,2015-11-09T12:22:40Z,30,1.537
canj1,197313,2015-11-09T12:22:40Z,2015-11-09T12:52:40Z,30,11.942
canj1,197314,2015-11-09T12:52:40Z,2015-11-09T13:22:40Z,30,23.919
canj1,197315,2015-11-09T13:22:40Z,2015-11-09T13:52:40Z,30,22.442
canj1,197316,2015-11-09T13:52:40Z,2015-11-09T14:22:40Z,30,23.107
canj1,197317,2015-11-09T14:22:40Z,2015-11-09T14:52:40Z,30,39.129
canj1,197318,2015-11-09T14:52:40Z,2015-11-09T14:56:50Z,4,0.047
canj1,197319,2015-11-09T15:32:44Z,2015-11-09T15:43:26Z,10,6.357
canj1,197320,2015-11-09T16:18:26Z,2015-11-09T16:23:28Z,5,1.682
canj1,197321,2015-11-09T17:37:08Z,2015-11-09T18:07:08Z,30,13.674
canj1,197322,2015-11-09T18:07:08Z,2015-11-09T18:37:08Z,30,22.541
canj1,197323,2015-11-09T18:37:08Z,2015-11-09T19:07:08Z,30,23.574
canj1,197324,2015-11-09T19:07:08Z,2015-11-09T19:37:08Z,30,30.808
canj1,197325,2015-11-09T19:37:08Z,2015-11-09T20:07:08Z,30,20.224
canj1,197326,2015-11-09T20:07:08Z,2015-11-09T20:37:08Z,30,21.335
canj1,197327,2015-11-09T20:37:08Z,2015-11-09T21:07:08Z,30,22.731
canj1,197328,2015-11-09T21:07:08Z,2015-11-09T21:38:00Z,30,1.11
canj1,197353,2015-11-11T08:27:20Z,2015-11-11T08:57:20Z,30,22.629
canj1,197354,2015-11-11T08:57:20Z,2015-11-11T09:27:20Z,30,25.751
canj1,197355,2015-11-11T09:27:20Z,2015-11-11T09:57:20Z,30,28.689
canj1,197356,2015-11-11T09:57:20Z,2015-11-11T10:27:20Z,30,28.964
canj1,197357,2015-11-11T10:27:20Z,2015-11-11T10:57:20Z,30,20.869
canj1,197358,2015-11-11T10:57:20Z,2015-11-11T11:03:14Z,5,0.804
canj1,197359,2015-11-11T12:44:58Z,2015-11-11T13:14:58Z,30,9.847
canj1,197360,2015-11-11T13:14:58Z,2015-11-11T13:44:58Z,30,13.458
canj1,197361,2015-11-11T13:44:58Z,2015-11-11T14:14:58Z,30,30.847
canj1,197362,2015-11-11T14:14:58Z,2015-11-11T14:44:58Z,30,36.764
canj1,197363,2015-11-11T14:44:58Z,2015-11-11T15:14:58Z,30,30.599
canj1,197364,2015-11-11T15:14:58Z,2015-11-11T15:44:58Z,30,21.138
canj1,197365,2015-11-11T15:44:58Z,2015-11-11T16:14:58Z,30,20.991
canj1,197366,2015-11-11T16:14:58Z,2015-11-11T16:44:58Z,30,26
canj1,197367,2015-11-11T16:44:58Z,2015-11-11T17:14:58Z,30,21.166
canj1,197368,2015-11-11T17:14:58Z,2015-11-11T17:44:58Z,30,8.645
canj1,197369,2015-11-11T17:44:58Z,2015-11-11T17:58:02Z,13,0.487
canj1,197370,2015-11-11T18:53:40Z,2015-11-11T19:21:30Z,27,7.39
canj1,197371,2015-11-12T05:48:48Z,2015-11-12T06:18:48Z,30,6.801
canj1,197372,2015-11-12T06:18:48Z,2015-11-12T06:48:48Z,30,28.477
canj1,197373,2015-11-12T06:48:48Z,2015-11-12T07:18:48Z,30,21.062
canj1,197374,2015-11-12T07:18:48Z,2015-11-12T07:48:48Z,30,5.356
canj1,197375,2015-11-12T07:48:48Z,2015-11-12T08:18:48Z,30,26.059
canj1,197376,2015-11-12T08:18:48Z,2015-11-12T08:48:48Z,30,29.949
canj1,197377,2015-11-12T08:48:48Z,2015-11-12T09:18:48Z,30,26.911
canj1,197378,2015-11-12T09:18:48Z,2015-11-12T09:42:08Z,23,32.704
canj1,197379,2015-11-12T12:38:00Z,2015-11-12T12:59:38Z,21,5.96
canj1,197380,2015-11-12T16:09:18Z,2015-11-12T16:18:04Z,8,0.621
canj1,197381,2015-11-12T17:27:24Z,2015-11-12T17:57:24Z,30,4.37
canj1,197382,2015-11-12T17:57:24Z,2015-11-12T18:27:24Z,30,20.9
canj1,197383,2015-11-12T18:27:24Z,2015-11-12T18:44:48Z,17,15.96
canj1,197384,2015-11-13T05:55:52Z,2015-11-13T06:25:52Z,30,28.016
canj1,197385,2015-11-13T06:25:52Z,2015-11-13T06:55:52Z,30,31.472
canj1,197386,2015-11-13T06:55:52Z,2015-11-13T07:25:52Z,30,23.597
canj1,197387,2015-11-13T07:25:52Z,2015-11-13T07:55:52Z,30,23.907
canj1,197388,2015-11-13T07:55:52Z,2015-11-13T08:25:52Z,30,9.955
canj1,197389,2015-11-13T08:25:52Z,2015-11-13T08:55:52Z,30,18.41
canj1,197390,2015-11-13T08:55:52Z,2015-11-13T09:25:52Z,30,1.284
canj1,197391,2015-11-13T09:25:52Z,2015-11-13T09:55:52Z,30,3.32
canj1,197392,2015-11-13T09:55:52Z,2015-11-13T10:25:52Z,30,2.278
canj1,197393,2015-11-13T10:25:52Z,2015-11-13T10:55:52Z,30,4.931
canj1,197394,2015-11-13T10:55:52Z,2015-11-13T11:25:52Z,30,18.078
canj1,197395,2015-11-13T11:25:52Z,2015-11-13T11:50:24Z,24,20.24
canj1,197396,2015-11-13T12:24:14Z,2015-11-13T12:54:14Z,30,22.723
canj1,197397,2015-11-13T12:54:14Z,2015-11-13T13:17:24Z,23,17.467
canj1,197398,2015-11-13T13:57:18Z,2015-11-13T14:22:58Z,25,22.196
canj1,197399,2015-11-16T05:25:16Z,2015-11-16T05:55:16Z,30,24.751
canj1,197400,2015-11-16T05:55:16Z,2015-11-16T06:25:16Z,30,27.427
canj1,197401,2015-11-16T06:25:16Z,2015-11-16T06:55:16Z,30,29.028
canj1,197402,2015-11-16T06:55:16Z,2015-11-16T07:25:16Z,30,26.094
canj1,197403,2015-11-16T07:25:16Z,2015-11-16T07:26:58Z,1,0.379
canj1,197404,2015-11-16T08:02:06Z,2015-11-16T08:32:06Z,30,4.535
canj1,197405,2015-11-16T08:32:06Z,2015-11-16T09:02:06Z,30,1.389
canj1,197406,2015-11-16T09:02:06Z,2015-11-16T09:32:06Z,30,4.775
canj1,197407,2015-11-16T09:32:06Z,2015-11-16T10:02:06Z,30,19.5
canj1,197408,2015-11-16T10:02:06Z,2015-11-16T10:32:06Z,30,19.08
canj1,197409,2015-11-16T10:32:06Z,2015-11-16T11:02:06Z,30,9.73
canj1,197410,2015-11-16T11:02:06Z,2015-11-16T11:32:06Z,30,22.863
canj1,197411,2015-11-16T11:32:06Z,2015-11-16T12:02:06Z,30,28.223
canj1,197412,2015-11-16T12:02:06Z,2015-11-16T12:32:06Z,30,31.18
canj1,197413,2015-11-16T12:32:06Z,2015-11-16T13:01:12Z,29,37.304
canj1,197414,2015-11-16T13:38:26Z,2015-11-16T14:08:26Z,30,23.116
canj1,197415,2015-11-16T14:08:26Z,2015-11-16T14:19:18Z,10,0.375
canj1,197416,2015-11-16T14:59:50Z,2015-11-16T15:28:50Z,29,23.381
canj1,197417,2015-11-16T16:21:32Z,2015-11-16T16:51:32Z,30,13.91
canj1,197418,2015-11-16T16:51:32Z,2015-11-16T17:21:32Z,30,30.493
canj1,197419,2015-11-16T17:21:32Z,2015-11-16T17:42:14Z,20,33.656
canj1,197420,2015-11-17T06:32:58Z,2015-11-17T07:02:58Z,30,20.07
canj1,197421,2015-11-17T07:02:58Z,2015-11-17T07:32:58Z,30,20.436
canj1,197422,2015-11-17T07:32:58Z,2015-11-17T08:02:58Z,30,35.147
canj1,197423,2015-11-17T08:02:58Z,2015-11-17T08:32:58Z,30,23.637
canj1,197424,2015-11-17T08:32:58Z,2015-11-17T09:02:58Z,30,10.776
canj1,197425,2015-11-17T09:02:58Z,2015-11-17T09:04:02Z,1,0.613
canj1,197426,2015-11-17T09:24:42Z,2015-11-17T09:54:42Z,30,1.495
canj1,197427,2015-11-17T09:54:42Z,2015-11-17T10:24:42Z,30,1.605
canj1,197428,2015-11-17T10:24:42Z,2015-11-17T10:26:28Z,1,0.176
canj1,197429,2015-11-17T10:48:52Z,2015-11-17T11:18:52Z,30,8.365
canj1,197430,2015-11-17T11:18:52Z,2015-11-17T11:48:52Z,30,22.803
canj1,197431,2015-11-17T11:48:52Z,2015-11-17T12:18:52Z,30,25.102
canj1,197432,2015-11-17T12:18:52Z,2015-11-17T12:48:52Z,30,24.328
canj1,197433,2015-11-17T12:48:52Z,2015-11-17T13:16:50Z,27,35.954
canj1,197434,2015-11-17T14:09:28Z,2015-11-17T14:17:50Z,8,1.477
canj1,197435,2015-11-17T15:00:00Z,2015-11-17T15:30:00Z,30,21.385
canj1,197436,2015-11-17T15:30:00Z,2015-11-17T15:37:48Z,7,10.937
canj1,197437,2015-11-17T19:58:50Z,2015-11-17T20:14:56Z,16,5.364
canj1,197438,2015-11-18T06:23:32Z,2015-11-18T06:53:32Z,30,22.872
canj1,197439,2015-11-18T06:53:32Z,2015-11-18T07:13:02Z,19,17.263
canj1,197440,2015-11-18T07:38:00Z,2015-11-18T08:08:00Z,30,25.929
canj1,197441,2015-11-18T08:08:00Z,2015-11-18T08:38:00Z,30,28.028
canj1,197442,2015-11-18T08:38:00Z,2015-11-18T09:08:00Z,30,12.575
canj1,197443,2015-11-18T09:08:00Z,2015-11-18T09:38:00Z,30,5.801
canj1,197444,2015-11-18T09:38:00Z,2015-11-18T10:08:00Z,30,2.161
canj1,197445,2015-11-18T10:08:00Z,2015-11-18T10:38:00Z,30,2.932
canj1,197446,2015-11-18T10:38:00Z,2015-11-18T11:08:00Z,30,21.641
canj1,197447,2015-11-18T11:08:00Z,2015-11-18T11:38:00Z,30,27.433
canj1,197448,2015-11-18T11:38:00Z,2015-11-18T12:08:00Z,30,21.841
canj1,197449,2015-11-18T12:08:00Z,2015-11-18T12:38:00Z,30,29.521
canj1,197450,2015-11-18T12:38:00Z,2015-11-18T13:08:00Z,30,30.473
canj1,197451,2015-11-18T13:08:00Z,2015-11-18T13:38:00Z,30,30.396
canj1,197452,2015-11-18T13:38:00Z,2015-11-18T13:44:32Z,6,1.09
canj1,197453,2015-11-18T14:12:18Z,2015-11-18T14:42:18Z,30,17.96
canj1,197454,2015-11-18T14:42:18Z,2015-11-18T15:12:18Z,30,28.495
canj1,197455,2015-11-18T15:12:18Z,2015-11-18T15:42:18Z,30,30.465
canj1,197456,2015-11-18T15:42:18Z,2015-11-18T16:07:58Z,25,18.159
canj1,197457,2015-11-18T16:28:16Z,2015-11-18T16:31:12Z,2,0.303
canj1,197458,2015-11-18T17:01:14Z,2015-11-18T17:31:14Z,30,0.933
canj1,197459,2015-11-18T17:31:14Z,2015-11-18T18:01:14Z,30,3.355
canj1,197460,2015-11-18T18:01:14Z,2015-11-18T18:15:58Z,14,0.242
canj1,197461,2015-11-18T19:02:46Z,2015-11-18T19:16:12Z,13,1.398
canj1,197462,2015-11-19T05:30:30Z,2015-11-19T06:00:30Z,30,20.971
canj1,197463,2015-11-19T06:00:30Z,2015-11-19T06:30:30Z,30,32.272
canj1,197464,2015-11-19T06:30:30Z,2015-11-19T07:00:30Z,30,25.231
canj1,197465,2015-11-19T07:00:30Z,2015-11-19T07:30:30Z,30,15.661
canj1,197466,2015-11-19T07:30:30Z,2015-11-19T08:00:30Z,30,26.843
canj1,197467,2015-11-19T08:00:30Z,2015-11-19T08:30:30Z,30,23.84
canj1,197468,2015-11-19T08:30:30Z,2015-11-19T09:00:30Z,30,28.933
canj1,197469,2015-11-19T09:00:30Z,2015-11-19T09:30:30Z,30,28.006
canj1,197470,2015-11-19T09:30:30Z,2015-11-19T10:00:30Z,30,24.259
canj1,197471,2015-11-19T10:00:30Z,2015-11-19T10:30:30Z,30,1.79
canj1,197472,2015-11-19T10:30:30Z,2015-11-19T10:32:10Z,1,0.058
canj1,197473,2015-11-19T11:19:58Z,2015-11-19T11:46:00Z,26,13.32
canj1,197474,2015-11-19T12:19:20Z,2015-11-19T12:49:20Z,30,13.991
canj1,197475,2015-11-19T12:49:20Z,2015-11-19T13:19:20Z,30,5.511
canj1,197476,2015-11-19T13:19:20Z,2015-11-19T13:49:20Z,30,6.857
canj1,197477,2015-11-19T13:49:20Z,2015-11-19T14:07:46Z,18,1.636
canj1,197478,2015-11-19T14:41:18Z,2015-11-19T15:11:18Z,30,12.086
canj1,197479,2015-11-19T15:11:18Z,2015-11-19T15:41:18Z,30,27.596
canj1,197480,2015-11-19T15:41:18Z,2015-11-19T16:11:18Z,30,23.865
canj1,197481,2015-11-19T16:11:18Z,2015-11-19T16:41:18Z,30,25.057
canj1,197482,2015-11-19T16:41:18Z,2015-11-19T17:11:18Z,30,26.67
canj1,197483,2015-11-19T17:11:18Z,2015-11-19T17:26:34Z,15,4.314
canj1,197484,2015-11-19T17:49:44Z,2015-11-19T18:19:44Z,30,8.603
canj1,197485,2015-11-19T18:19:44Z,2015-11-19T18:49:44Z,30,1.842
canj1,197486,2015-11-19T18:49:44Z,2015-11-19T18:51:48Z,2,7.554
farj7,333812,2016-02-23T12:02:12Z,2016-02-23T12:32:12Z,30,18.075
farj7,333813,2016-02-23T12:32:12Z,2016-02-23T12:46:58Z,14,2.277
farj7,333814,2016-02-23T15:56:26Z,2016-02-23T16:26:26Z,30,12.092
farj7,333815,2016-02-23T16:26:26Z,2016-02-23T16:56:26Z,30,18.982
farj7,333816,2016-02-23T16:56:26Z,2016-02-23T17:26:26Z,30,0.397
farj7,333817,2016-02-23T17:26:26Z,2016-02-23T17:56:26Z,30,4.638
