driver,interval_id,start_time,end_time,interval_time,distance
lewr10,664128,2015-05-18T17:59:48Z,2015-05-18T18:29:48Z,30,14.222
lewr10,664129,2015-05-18T18:29:48Z,2015-05-18T18:59:48Z,30,5.504
lewr10,664130,2015-05-18T18:59:48Z,2015-05-18T19:25:14Z,25,22.241
lewr10,664131,2015-05-18T20:32:14Z,2015-05-18T20:45:56Z,13,1.766
lewr10,664132,2015-05-18T21:13:48Z,2015-05-18T21:43:48Z,30,10.088
lewr10,664133,2015-05-18T21:43:48Z,2015-05-18T22:13:48Z,30,11.762
lewr10,664134,2015-05-18T22:13:48Z,2015-05-18T22:43:48Z,30,4.122
lewr10,664135,2015-05-18T22:43:48Z,2015-05-18T23:13:48Z,30,4.524
lewr10,664136,2015-05-18T23:13:48Z,2015-05-18T23:19:42Z,5,11.96
lewr10,664137,2015-05-18T23:42:44Z,2015-05-19T00:12:44Z,30,7.968
lewr10,664138,2015-05-19T00:12:44Z,2015-05-19T00:42:44Z,30,2.171
lewr10,664139,2015-05-19T00:42:44Z,2015-05-19T01:12:44Z,30,20.737
lewr10,664140,2015-05-19T01:12:44Z,2015-05-19T01:14:04Z,1,3.408
lewr10,664141,2015-05-19T01:55:34Z,2015-05-19T02:25:34Z,30,12.675
lewr10,664142,2015-05-19T02:25:34Z,2015-05-19T02:34:22Z,8,10.999
lewr10,664143,2015-05-21T16:08:26Z,2015-05-21T16:38:26Z,30,2.706
lewr10,664144,2015-05-21T16:38:26Z,2015-05-21T17:08:26Z,30,2.098
lewr10,664145,2015-05-21T17:08:26Z,2015-05-21T17:38:26Z,30,2.906
lewr10,664146,2015-05-21T17:38:26Z,2015-05-21T17:52:12Z,13,1.944
lewr10,664147,2015-05-21T18:27:54Z,2015-05-21T18:57:54Z,30,2.691
lewr10,664148,2015-05-21T18:57:54Z,2015-05-21T19:19:02Z,21,3.13
lewr10,664149,2015-05-21T20:08:12Z,2015-05-21T20:38:12Z,30,3.387
lewr10,664150,2015-05-21T20:38:12Z,2015-05-21T21:08:12Z,30,2.706
lewr10,664151,2015-05-21T21:08:12Z,2015-05-21T21:38:12Z,30,3.431
lewr10,664152,2015-05-21T21:38:12Z,2015-05-21T22:08:12Z,30,2.18
lewr10,664153,2015-05-21T22:08:12Z,2015-05-21T22:38:12Z,30,2.587
lewr10,664154,2015-05-21T22:38:12Z,2015-05-21T23:08:12Z,30,3.688
lewr10,664155,2015-05-21T23:08:12Z,2015-05-21T23:38:12Z,30,2.074
lewr10,664156,2015-05-21T23:38:12Z,2015-05-22T00:08:12Z,30,2.012
lewr10,664157,2015-05-22T00:08:12Z,2015-05-22T00:38:12Z,30,2.384
lewr10,664158,2015-05-22T00:38:12Z,2015-05-22T01:08:12Z,30,2.742
lewr10,664159,2015-05-22T01:08:12Z,2015-05-22T01:13:52Z,5,0.833
lewr10,664160,2015-05-31T17:33:34Z,2015-05-31T18:03:34Z,30,21.111
lewr10,664161,2015-05-31T18:03:34Z,2015-05-31T18:33:34Z,30,9.886
lewr10,664162,2015-05-31T18:33:34Z,2015-05-31T19:03:34Z,30,17.793
lewr10,664163,2015-05-31T19:03:34Z,2015-05-31T19:33:34Z,30,5.344
lewr10,664164,2015-05-31T19:33:34Z,2015-05-31T20:03:34Z,30,22.058
lewr10,664165,2015-05-31T20:03:34Z,2015-05-31T20:33:34Z,30,16.368
lewr10,664166,2015-05-31T20:33:34Z,2015-05-31T21:03:34Z,30,11.746
lewr10,664167,2015-05-31T21:03:34Z,2015-05-31T21:15:10Z,11,13.245
lewr10,664168,2015-05-31T22:15:42Z,2015-05-31T22:45:42Z,30,9.103
lewr10,664169,2015-05-31T22:45:42Z,2015-05-31T23:15:42Z,30,19.893
lewr10,664170,2015-05-31T23:15:42Z,2015-05-31T23:45:42Z,30,13.46
lewr10,664171,2015-05-31T23:45:42Z,2015-06-01T00:15:42Z,30,11.404
lewr10,664172,2015-06-01T00:15:42Z,2015-06-01T00:45:42Z,30,15.654
lewr10,664173,2015-06-01T00:45:42Z,2015-06-01T01:15:42Z,30,11.402
lewr10,664174,2015-06-01T01:15:42Z,2015-06-01T01:45:42Z,30,17.522
lewr10,664175,2015-06-01T01:45:42Z,2015-06-01T02:15:42Z,30,14.714
lewr10,664176,2015-06-01T02:15:42Z,2015-06-01T02:25:06Z,9,5.932
lewr10,664177,2015-06-01T17:26:54Z,2015-06-01T17:42:04Z,15,5.811
lewr10,664178,2015-06-01T18:02:44Z,2015-06-01T18:32:44Z,30,8.942
lewr10,664179,2015-06-01T18:32:44Z,2015-06-01T18:45:34Z,12,12.851
lewr10,664180,2015-06-01T19:10:28Z,2015-06-01T19:40:28Z,30,0
lewr10,664181,2015-06-01T19:40:28Z,2015-06-01T20:10:28Z,30,3.515
lewr10,664182,2015-06-01T20:10:28Z,2015-06-01T20:40:28Z,30,8.121
lewr10,664183,2015-06-01T20:40:28Z,2015-06-01T21:10:28Z,30,
lewr10,664184,2015-06-01T21:10:28Z,2015-06-01T21:28:46Z,18,17.112
lewr10,664185,2015-06-02T00:22:34Z,2015-06-02T00:34:56Z,12,4.225
lewr10,664186,2015-06-02T01:15:40Z,2015-06-02T01:45:40Z,30,16.235
lewr10,664187,2015-06-02T01:45:40Z,2015-06-02T01:50:08Z,4,2.718
lewr10,664188,2015-06-02T03:26:42Z,2015-06-02T03:56:42Z,30,4.509
lewr10,664189,2015-06-02T03:56:42Z,2015-06-02T04:10:54Z,14,7.9
lewr10,664190,2015-06-02T04:41:40Z,2015-06-02T05:11:40Z,30,20.997
lewr10,664191,2015-06-02T05:11:40Z,2015-06-02T05:20:40Z,9,6.009
lewr10,664192,2015-06-04T17:42:26Z,2015-06-04T18:12:26Z,30,9.87
lewr10,664193,2015-06-04T18:12:26Z,2015-06-04T18:42:26Z,30,8.928
lewr10,664194,2015-06-04T18:42:26Z,2015-06-04T18:53:42Z,11,7.924
lewr10,664195,2015-06-04T19:27:10Z,2015-06-04T19:57:10Z,30,3.634
lewr10,664196,2015-06-04T19:57:10Z,2015-06-04T20:27:10Z,30,2.368
lewr10,664197,2015-06-04T20:27:10Z,2015-06-04T20:57:10Z,30,20.368
lewr10,664198,2015-06-04T20:57:10Z,2015-06-04T21:27:10Z,30,25.312
lewr10,664199,2015-06-04T21:27:10Z,2015-06-04T21:37:20Z,10,19.893
lewr10,664200,2015-06-04T22:57:22Z,2015-06-04T23:27:22Z,30,11.113
lewr10,664201,2015-06-04T23:27:22Z,2015-06-04T23:45:04Z,17,12.537
lewr10,664202,2015-06-05T01:01:24Z,2015-06-05T01:31:24Z,30,11.267
lewr10,664203,2015-06-05T01:31:24Z,2015-06-05T02:01:24Z,30,16.03
lewr10,664204,2015-06-05T02:01:24Z,2015-06-05T02:31:24Z,30,25.977
lewr10,664205,2015-06-05T02:31:24Z,2015-06-05T03:01:24Z,30,26.44
lewr10,664206,2015-06-05T03:01:24Z,2015-06-05T03:31:24Z,30,22.835
lewr10,664207,2015-06-05T03:31:24Z,2015-06-05T04:01:18Z,29,1.031
lewr10,664208,2015-06-05T17:01:08Z,2015-06-05T17:14:52Z,13,5.293
lewr10,664209,2015-06-05T18:25:30Z,2015-06-05T18:55:30Z,30,10.22
lewr10,664210,2015-06-05T18:55:30Z,2015-06-05T19:25:30Z,30,15.97
lewr10,664211,2015-06-05T19:25:30Z,2015-06-05T19:55:30Z,30,3.774
lewr10,664212,2015-06-05T19:55:30Z,2015-06-05T20:26:16Z,30,14.4
lewr10,664213,2015-06-05T20:58:46Z,2015-06-05T21:28:46Z,30,7.383
lewr10,664214,2015-06-05T21:28:46Z,2015-06-05T21:34:40Z,5,0.311
lewr10,664215,2015-06-05T22:11:54Z,2015-06-05T22:41:54Z,30,4.188
lewr10,664216,2015-06-05T22:41:54Z,2015-06-05T22:45:42Z,3,0.546
lewr10,664217,2015-06-05T23:31:10Z,2015-06-06T00:01:10Z,30,2.794
lewr10,664218,2015-06-06T00:01:10Z,2015-06-06T00:16:00Z,14,1.432
lewr10,664219,2015-06-06T18:34:16Z,2015-06-06T19:04:16Z,30,3.45
lewr10,664220,2015-06-06T19:04:16Z,2015-06-06T19:34:16Z,30,15.879
lewr10,664221,2015-06-06T19:34:16Z,2015-06-06T20:04:16Z,30,30.089
lewr10,664222,2015-06-06T20:04:16Z,2015-06-06T20:34:16Z,30,19.496
lewr10,664223,2015-06-06T20:34:16Z,2015-06-06T20:40:34Z,6,10.793
lewr10,664224,2015-06-06T21:42:42Z,2015-06-06T22:04:58Z,22,11.921
lewr10,664225,2015-06-06T22:25:50Z,2015-06-06T22:55:50Z,30,21.919
lewr10,664226,2015-06-06T22:55:50Z,2015-06-06T23:25:50Z,30,28.907
lewr10,664227,2015-06-06T23:25:50Z,2015-06-06T23:38:38Z,12,11.873
lewr10,664228,2015-06-07T00:26:50Z,2015-06-07T00:56:50Z,30,19.46
lewr10,664229,2015-06-07T00:56:50Z,2015-06-07T01:26:50Z,30,6.369
lewr10,664230,2015-06-07T01:26:50Z,2015-06-07T01:47:24Z,20,3.271
lewr10,664231,2015-06-07T02:27:54Z,2015-06-07T02:57:54Z,30,3.242
lewr10,664232,2015-06-07T02:57:54Z,2015-06-07T03:27:54Z,30,13.514
lewr10,664233,2015-06-07T03:27:54Z,2015-06-07T03:39:00Z,11,10.248
lewr10,664234,2015-06-07T19:36:36Z,2015-06-07T20:06:36Z,30,19.139
lewr10,664235,2015-06-07T20:06:36Z,2015-06-07T20:36:36Z,30,11.54
lewr10,664236,2015-06-07T20:36:36Z,2015-06-07T21:06:36Z,30,4.592
lewr10,664237,2015-06-07T21:06:36Z,2015-06-07T21:36:36Z,30,13.966
lewr10,664238,2015-06-07T21:36:36Z,2015-06-07T22:01:58Z,25,24.491
lewr10,664239,2015-06-07T22:48:36Z,2015-06-07T22:53:16Z,4,0.797
lewr10,664240,2015-06-08T00:24:40Z,2015-06-08T00:54:40Z,30,6.617
lewr10,664241,2015-06-08T00:54:40Z,2015-06-08T01:17:00Z,22,25.895
lewr10,664242,2015-06-08T18:11:26Z,2015-06-08T18:41:26Z,30,10.346
lewr10,664243,2015-06-08T18:41:26Z,2015-06-08T19:11:26Z,30,13.385
lewr10,664244,2015-06-08T19:11:26Z,2015-06-08T19:33:24Z,21,4.942
lewr10,664245,2015-06-08T20:08:14Z,2015-06-08T20:38:14Z,30,27.612
lewr10,664246,2015-06-08T20:38:14Z,2015-06-08T21:08:14Z,30,29.888
lewr10,664247,2015-06-08T21:08:14Z,2015-06-08T21:38:14Z,30,30.293
lewr10,664248,2015-06-08T21:38:14Z,2015-06-08T22:08:14Z,30,5.685
lewr10,664249,2015-06-08T22:08:14Z,2015-06-08T22:21:42Z,13,1.316
lewr10,664250,2015-06-08T22:50:36Z,2015-06-08T23:20:36Z,30,24.066
lewr10,664251,2015-06-08T23:20:36Z,2015-06-08T23:50:36Z,30,16.059
lewr10,664252,2015-06-08T23:50:36Z,2015-06-09T00:20:36Z,30,21.461
lewr10,664253,2015-06-09T00:20:36Z,2015-06-09T00:50:36Z,30,23.816
lewr10,664254,2015-06-09T00:50:36Z,2015-06-09T01:07:40Z,17,0.555
lewr10,664255,2015-06-09T01:35:14Z,2015-06-09T02:05:14Z,30,15.008
lewr10,664256,2015-06-09T02:05:14Z,2015-06-09T02:35:14Z,30,19.7
lewr10,664257,2015-06-09T02:35:14Z,2015-06-09T03:05:14Z,30,27.988
lewr10,664258,2015-06-09T03:05:14Z,2015-06-09T03:35:14Z,30,29.529
lewr10,664259,2015-06-09T03:35:14Z,2015-06-09T03:38:06Z,2,11.696
lewr10,664260,2015-06-09T04:08:10Z,2015-06-09T04:38:10Z,30,20.266
lewr10,664261,2015-06-09T04:38:10Z,2015-06-09T05:08:10Z,30,8.382
lewr10,664262,2015-06-09T05:08:10Z,2015-06-09T05:38:10Z,30,7.069
lewr10,664263,2015-06-09T05:38:10Z,2015-06-09T06:08:10Z,30,14.997
lewr10,664264,2015-06-11T17:57:06Z,2015-06-11T18:27:06Z,30,9.426
lewr10,664265,2015-06-11T18:27:06Z,2015-06-11T18:47:42Z,20,16.353
lewr10,664266,2015-06-11T20:24:12Z,2015-06-11T20:54:12Z,30,10.159
lewr10,664267,2015-06-11T20:54:12Z,2015-06-11T21:13:48Z,19,15.442
lewr10,664268,2015-06-11T21:52:18Z,2015-06-11T22:22:18Z,30,2.146
lewr10,664269,2015-06-11T22:22:18Z,2015-06-11T22:52:18Z,30,17.793
lewr10,664270,2015-06-11T22:52:18Z,2015-06-11T23:04:22Z,12,5.992
lewr10,664271,2015-06-12T00:00:58Z,2015-06-12T00:15:10Z,14,5.27
lewr10,664272,2015-06-12T01:00:24Z,2015-06-12T01:30:24Z,30,11.44
lewr10,664273,2015-06-12T01:30:24Z,2015-06-12T02:00:24Z,30,12.15
lewr10,664274,2015-06-12T02:00:24Z,2015-06-12T02:22:26Z,22,18.134
lewr10,664275,2015-06-12T02:50:24Z,2015-06-12T03:00:00Z,9,3.285
lewr10,664276,2015-06-12T20:30:24Z,2015-06-12T21:00:24Z,30,6.156
lewr10,664277,2015-06-12T21:00:24Z,2015-06-12T21:30:24Z,30,17.29
lewr10,664278,2015-06-12T21:30:24Z,2015-06-12T22:00:00Z,29,5.061
lewr10,664279,2015-06-12T22:22:02Z,2015-06-12T22:52:02Z,30,15.303
lewr10,664280,2015-06-12T22:52:02Z,2015-06-12T23:22:02Z,30,5.494
lewr10,664281,2015-06-12T23:22:02Z,2015-06-12T23:52:02Z,30,7.515
lewr10,664282,2015-06-12T23:52:02Z,2015-06-13T00:00:00Z,7,3.705
rice30,991841,2015-04-01T12:37:40Z,2015-04-01T13:07:40Z,30,13.843
rice30,991842,2015-04-01T13:07:40Z,2015-04-01T13:11:22Z,3,2.982
rice30,991843,2015-04-01T14:00:02Z,2015-04-01T14:30:02Z,30,11.756
rice30,991844,2015-04-01T14:30:02Z,2015-04-01T15:00:02Z,30,12.551
rice30,991845,2015-04-01T15:00:02Z,2015-04-01T15:30:02Z,30,4.611
rice30,991846,2015-04-01T15:30:02Z,2015-04-01T16:00:02Z,30,15.298
rice30,991847,2015-04-01T16:00:02Z,2015-04-01T16:26:16Z,26,21.955
rice30,991848,2015-04-01T16:47:14Z,2015-04-01T17:17:14Z,30,22.565
rice30,991849,2015-04-01T17:17:14Z,2015-04-01T17:47:14Z,30,18.045
rice30,991850,2015-04-01T17:47:14Z,2015-04-01T18:03:24Z,16,12.991
rice30,991851,2015-04-01T18:40:08Z,2015-04-01T19:10:08Z,30,12.666
rice30,991852,2015-04-01T19:10:08Z,2015-04-01T19:40:08Z,30,26.872
rice30,991853,2015-04-01T19:40:08Z,2015-04-01T20:10:08Z,30,27.238
rice30,991854,2015-04-01T20:10:08Z,2015-04-01T20:40:08Z,30,27.119
rice30,991855,2015-04-01T20:40:08Z,2015-04-01T21:10:08Z,30,8.235
rice30,991856,2015-04-01T21:10:08Z,2015-04-01T21:29:58Z,19,16.199
rice30,991857,2015-04-02T13:59:24Z,2015-04-02T14:29:24Z,30,16.309
rice30,991858,2015-04-02T14:29:24Z,2015-04-02T14:59:24Z,30,5.184
rice30,991859,2015-04-02T14:59:24Z,2015-04-02T15:29:24Z,30,21.946
rice30,991860,2015-04-02T15:29:24Z,2015-04-02T15:59:24Z,30,11.299
rice30,991861,2015-04-02T15:59:24Z,2015-04-02T16:29:24Z,30,25.479
rice30,991862,2015-04-02T16:29:24Z,2015-04-02T16:59:24Z,30,26.883
rice30,991863,2015-04-02T16:59:24Z,2015-04-02T17:07:00Z,7,1.813
rice30,991864,2015-04-02T17:44:36Z,2015-04-02T18:14:36Z,30,15.363
rice30,991865,2015-04-02T18:14:36Z,2015-04-02T18:44:36Z,30,28.606
rice30,991866,2015-04-02T18:44:36Z,2015-04-02T19:14:36Z,30,20.756
rice30,991867,2015-04-02T19:14:36Z,2015-04-02T19:44:36Z,30,26.714
rice30,991868,2015-04-02T19:44:36Z,2015-04-02T19:51:04Z,6,5.482
rice30,991869,2015-04-02T20:12:46Z,2015-04-02T20:42:46Z,30,20.141
rice30,991870,2015-04-02T20:42:46Z,2015-04-02T21:12:46Z,30,0.199
rice30,991871,2015-04-02T21:12:46Z,2015-04-02T21:42:46Z,30,12.771
rice30,991872,2015-04-02T21:42:46Z,2015-04-02T22:12:46Z,30,10.823
rice30,991873,2015-04-02T22:12:46Z,2015-04-02T22:35:14Z,22,16.126
rice30,991874,2015-04-03T11:42:00Z,2015-04-03T12:12:00Z,30,6.468
rice30,991875,2015-04-03T12:12:00Z,2015-04-03T12:23:00Z,11,8.246
rice30,991876,2015-04-03T12:55:36Z,2015-04-03T13:25:36Z,30,17.888
rice30,991877,2015-04-03T13:25:36Z,2015-04-03T13:55:36Z,30,12.371
rice30,991878,2015-04-03T13:55:36Z,2015-04-03T14:25:36Z,30,21.409
rice30,991879,2015-04-03T14:25:36Z,2015-04-03T14:34:26Z,8,5.955
rice30,991880,2015-04-03T14:56:26Z,2015-04-03T15:26:26Z,30,22.541
rice30,991881,2015-04-03T15:26:26Z,2015-04-03T15:56:26Z,30,24.357
rice30,991882,2015-04-03T15:56:26Z,2015-04-03T16:26:26Z,30,19.748
rice30,991883,2015-04-03T16:26:26Z,2015-04-03T16:33:50Z,7,5.042
rice30,991884,2015-04-03T17:12:24Z,2015-04-03T17:42:24Z,30,16.731
rice30,991885,2015-04-03T17:42:24Z,2015-04-03T18:12:24Z,30,15.867
rice30,991886,2015-04-03T18:12:24Z,2015-04-03T18:42:24Z,30,26.401
rice30,991887,2015-04-03T18:42:24Z,2015-04-03T19:12:24Z,30,26.546
rice30,991888,2015-04-03T19:12:24Z,2015-04-03T19:42:24Z,30,19.906
rice30,991889,2015-04-03T19:42:24Z,2015-04-03T20:12:24Z,30,21.506
rice30,991890,2015-04-03T20:12:24Z,2015-04-03T20:34:22Z,21,17.48
rice30,991891,2015-04-03T20:57:22Z,2015-04-03T21:27:28Z,30,16.005
rice30,991892,2015-04-03T21:50:54Z,2015-04-03T22:08:00Z,17,12.971
rice30,991893,2015-04-06T15:45:10Z,2015-04-06T16:15:10Z,30,14.827
rice30,991894,2015-04-06T16:15:10Z,2015-04-06T16:45:10Z,30,4.463
rice30,991895,2015-04-06T16:45:10Z,2015-04-06T17:15:10Z,30,18.435
rice30,991896,2015-04-06T17:15:10Z,2015-04-06T17:45:10Z,30,14.39
rice30,991897,2015-04-06T17:45:10Z,2015-04-06T17:54:50Z,9,16.208
rice30,991898,2015-04-06T18:34:12Z,2015-04-06T19:04:12Z,30,26.597
rice30,991899,2015-04-06T19:04:12Z,2015-04-06T19:34:12Z,30,4.577
rice30,991900,2015-04-06T19:34:12Z,2015-04-06T20:04:12Z,30,21.134
rice30,991901,2015-04-06T20:04:12Z,2015-04-06T20:34:12Z,30,26.526
rice30,991902,2015-04-06T20:34:12Z,2015-04-06T21:04:12Z,30,24.214
rice30,991903,2015-04-06T21:04:12Z,2015-04-06T21:34:12Z,30,4.362
rice30,991904,2015-04-06T21:34:12Z,2015-04-06T22:04:12Z,30,1.631
rice30,991905,2015-04-06T22:04:12Z,2015-04-06T22:34:12Z,30,14.542
rice30,991906,2015-04-06T22:34:12Z,2015-04-06T23:03:56Z,29,19.504
rice30,991907,2015-04-07T13:31:00Z,2015-04-07T14:01:00Z,30,13.324
rice30,991908,2015-04-07T14:01:00Z,2015-04-07T14:31:00Z,30,18.766
rice30,991909,2015-04-07T14:31:00Z,2015-04-07T15:01:00Z,30,30.319
rice30,991910,2015-04-07T15:01:00Z,2015-04-07T15:05:06Z,4,1.867
rice30,991911,2015-04-07T15:41:24Z,2015-04-07T16:11:24Z,30,6.114
rice30,991912,2015-04-07T16:11:24Z,2015-04-07T16:16:26Z,5,5.481
rice30,991913,2015-04-07T16:41:52Z,2015-04-07T17:11:52Z,30,10.906
rice30,991914,2015-04-07T17:11:52Z,2015-04-07T17:41:52Z,30,2.765
rice30,991915,2015-04-07T17:41:52Z,2015-04-07T18:11:52Z,30,2.028
rice30,991916,2015-04-07T18:11:52Z,2015-04-07T18:30:54Z,19,16.909
rice30,991917,2015-04-07T18:55:10Z,2015-04-07T19:25:10Z,30,6.433
rice30,991918,2015-04-07T19:25:10Z,2015-04-07T19:55:10Z,30,15.587
rice30,991919,2015-04-07T19:55:10Z,2015-04-07T20:25:10Z,30,21.504
rice30,991920,2015-04-07T20:25:10Z,2015-04-07T20:55:10Z,30,25.027
rice30,991921,2015-04-07T20:55:10Z,2015-04-07T21:25:10Z,30,1.436
rice30,991922,2015-04-07T21:25:10Z,2015-04-07T21:55:10Z,30,25.395
rice30,991923,2015-04-07T21:55:10Z,2015-04-07T22:00:58Z,5,14.058
rice30,991924,2015-04-10T12:12:40Z,2015-04-10T12:31:00Z,18,8.943
rice30,991925,2015-04-10T13:11:02Z,2015-04-10T13:40:38Z,29,10.149
rice30,991926,2015-04-10T14:04:42Z,2015-04-10T14:33:50Z,29,7.102
rice30,991927,2015-04-10T15:20:12Z,2015-04-10T15:50:12Z,30,5.875
rice30,991928,2015-04-10T15:50:12Z,2015-04-10T16:20:12Z,30,20.492
rice30,991929,2015-04-10T16:20:12Z,2015-04-10T16:50:12Z,30,28.533
rice30,991930,2015-04-10T16:50:12Z,2015-04-10T17:20:12Z,30,24.168
rice30,991931,2015-04-10T17:20:12Z,2015-04-10T17:33:44Z,13,12.863
rice30,991932,2015-04-10T18:10:04Z,2015-04-10T18:40:04Z,30,22.232
rice30,991933,2015-04-10T18:40:04Z,2015-04-10T19:10:04Z,30,32.622
rice30,991934,2015-04-10T19:10:04Z,2015-04-10T19:40:04Z,30,26.498
rice30,991935,2015-04-10T19:40:04Z,2015-04-10T20:10:04Z,30,30.386
rice30,991936,2015-04-10T20:10:04Z,2015-04-10T20:31:30Z,21,18.707
rice30,991937,2015-04-10T21:11:32Z,2015-04-10T21:41:32Z,30,22.941
rice30,991938,2015-04-10T21:41:32Z,2015-04-10T22:03:52Z,22,20.086
rice30,991939,2015-04-11T09:57:26Z,2015-04-11T10:27:26Z,30,19.479
rice30,991940,2015-04-11T10:27:26Z,2015-04-11T10:57:26Z,30,30.102
rice30,991941,2015-04-11T10:57:26Z,2015-04-11T11:27:26Z,30,8.619
rice30,991942,2015-04-11T11:27:26Z,2015-04-11T11:54:44Z,27,24.307
rice30,991943,2015-04-11T13:15:40Z,2015-04-11T13:45:40Z,30,26.254
rice30,991944,2015-04-11T13:45:40Z,2015-04-11T14:15:40Z,30,25.932
rice30,991945,2015-04-11T14:15:40Z,2015-04-11T14:45:40Z,30,20.979
rice30,991946,2015-04-11T14:45:40Z,2015-04-11T15:15:40Z,30,27.851
rice30,991947,2015-04-11T15:15:40Z,2015-04-11T15:45:40Z,30,13.771
rice30,991948,2015-04-11T15:45:40Z,2015-04-11T16:15:40Z,30,15.953
rice30,991949,2015-04-11T16:15:40Z,2015-04-11T16:45:40Z,30,31.048
rice30,991950,2015-04-11T16:45:40Z,2015-04-11T17:15:40Z,30,11.532
rice30,991951,2015-04-11T17:15:40Z,2015-04-11T17:45:40Z,30,23.908
rice30,991952,2015-04-11T17:45:40Z,2015-04-11T18:15:40Z,30,0.725
rice30,991953,2015-04-11T18:15:40Z,2015-04-11T18:45:40Z,30,3.626
rice30,991954,2015-04-11T18:45:40Z,2015-04-11T19:15:40Z,30,15.111
rice30,991955,2015-04-11T19:15:40Z,2015-04-11T19:45:40Z,30,27.479
rice30,991956,2015-04-11T19:45:40Z,2015-04-11T20:15:40Z,30,17.574
rice30,991957,2015-04-11T20:15:40Z,2015-04-11T20:45:40Z,30,27.324
rice30,991958,2015-04-11T20:45:40Z,2015-04-11T21:04:42Z,19,2.226
rice30,991959,2015-04-11T21:54:38Z,2015-04-11T22:24:38Z,30,12.049
rice30,991960,2015-04-11T22:24:38Z,2015-04-11T22:54:38Z,30,29.336
rice30,991961,2015-04-11T22:54:38Z,2015-04-11T23:24:38Z,30,29.188
rice30,991962,2015-04-11T23:24:38Z,2015-04-11T23:39:46Z,15,18.743
rice30,991963,2015-04-12T09:53:50Z,2015-04-12T10:23:50Z,30,21.711
rice30,991964,2015-04-12T10:23:50Z,2015-04-12T10:53:50Z,30,26.902
rice30,991965,2015-04-12T10:53:50Z,2015-04-12T11:23:50Z,30,16.176
rice30,991966,2015-04-12T11:23:50Z,2015-04-12T11:53:50Z,30,21.637
rice30,991967,2015-04-12T11:53:50Z,2015-04-12T12:23:50Z,30,13.549
rice30,991968,2015-04-12T12:23:50Z,2015-04-12T12:29:22Z,5,2.931
rice30,991969,2015-04-12T13:38:48Z,2015-04-12T14:08:48Z,30,15.863
rice30,991970,2015-04-12T14:08:48Z,2015-04-12T14:38:48Z,30,14.278
rice30,991971,2015-04-12T14:38:48Z,2015-04-12T15:08:48Z,30,20.04
rice30,991972,2015-04-12T15:08:48Z,2015-04-12T15:38:48Z,30,14.805
rice30,991973,2015-04-12T15:38:48Z,2015-04-12T16:08:48Z,30,27.605
rice30,991974,2015-04-12T16:08:48Z,2015-04-12T16:38:48Z,30,28.294
rice30,991975,2015-04-12T16:38:48Z,2015-04-12T17:08:48Z,30,30.305
rice30,991976,2015-04-12T17:08:48Z,2015-04-12T17:38:48Z,30,29.214
rice30,991977,2015-04-12T17:38:48Z,2015-04-12T18:08:48Z,30,29.408
rice30,991978,2015-04-12T18:08:48Z,2015-04-12T18:38:48Z,30,6.368
rice30,991979,2015-04-12T18:38:48Z,2015-04-12T19:08:48Z,30,21.329
rice30,991980,2015-04-12T19:08:48Z,2015-04-12T19:29:08Z,20,9.112
rice30,991981,2015-04-12T20:24:10Z,2015-04-12T20:41:00Z,16,4.234
rice30,991982,2015-04-13T09:53:42Z,2015-04-13T10:23:42Z,30,14.559
rice30,991983,2015-04-13T10:23:42Z,2015-04-13T10:53:42Z,30,22.274
rice30,991984,2015-04-13T10:53:42Z,2015-04-13T10:56:36Z,2,3.354
rice30,991985,2015-04-13T11:20:24Z,2015-04-13T11:50:24Z,30,2.193
rice30,991986,2015-04-13T11:50:24Z,2015-04-13T12:20:24Z,30,21.404
rice30,991987,2015-04-13T12:20:24Z,2015-04-13T12:50:24Z,30,19.413
rice30,991988,2015-04-13T12:50:24Z,2015-04-13T13:20:24Z,30,27.031
rice30,991989,2015-04-13T13:20:24Z,2015-04-13T13:50:24Z,30,25.04
rice30,991990,2015-04-13T13:50:24Z,2015-04-13T14:20:24Z,30,25.373
rice30,991991,2015-04-13T14:20:24Z,2015-04-13T14:28:58Z,8,7.805
rice30,991992,2015-04-13T15:14:58Z,2015-04-13T15:44:58Z,30,18.566
rice30,991993,2015-04-13T15:44:58Z,2015-04-13T15:58:54Z,13,7.161
rice30,991994,2015-04-13T16:35:00Z,2015-04-13T17:05:00Z,30,19.024
rice30,991995,2015-04-13T17:05:00Z,2015-04-13T17:35:00Z,30,26.858
rice30,991996,2015-04-13T17:35:00Z,2015-04-13T18:05:00Z,30,23.786
rice30,991997,2015-04-13T18:05:00Z,2015-04-13T18:23:40Z,18,13.367
rice30,991998,2015-04-13T18:50:42Z,2015-04-13T19:20:42Z,30,25.821
rice30,991999,2015-04-13T19:20:42Z,2015-04-13T19:50:42Z,30,29.481
rice30,992000,2015-04-13T19:50:42Z,2015-04-13T20:20:42Z,30,29.479
rice30,992001,2015-04-13T20:20:42Z,2015-04-13T20:50:42Z,30,8.557
rice30,992002,2015-04-13T20:50:42Z,2015-04-13T21:20:42Z,30,6.208
rice30,992003,2015-04-13T21:20:42Z,2015-04-13T21:50:42Z,30,7.031
rice30,992004,2015-04-13T21:50:42Z,2015-04-13T22:02:26Z,11,8.526
rice30,992005,2015-04-14T09:41:12Z,2015-04-14T10:11:12Z,30,2.896
rice30,992006,2015-04-14T10:11:12Z,2015-04-14T10:41:12Z,30,10.372
